char_count,word_count,avg_word_len,num_digits,has_currency,has_unsubscribe,ratio_stopwords,punctuation_ratio,entropy_text,has_reply_marker,has_signature_block,has_shortcode,label,source
157.0,26.0,5.076923,26.0,1.0,0.0,0.30769232,0.03821656,5.254728,0.0,0.0,1.0,1,sms
53.0,8.0,5.75,0.0,0.0,0.0,0.5,0.056603774,3.8360476,0.0,0.0,0.0,0,sms
156.0,27.0,4.814815,22.0,1.0,0.0,0.25925925,0.012820513,4.658096,0.0,0.0,1.0,1,sms
52.0,13.0,3.0,2.0,0.0,0.0,0.53846157,0.01923077,4.009135,0.0,0.0,0.0,0,sms
40.0,7.0,4.857143,0.0,0.0,0.0,0.0,0.075,4.370859,0.0,0.0,0.0,0,sms
20.0,4.0,4.25,0.0,0.0,0.0,0.25,0.1,3.4548223,0.0,0.0,0.0,0,sms
244.0,46.0,4.326087,0.0,0.0,0.0,0.6086956,0.036885247,4.263106,0.0,0.0,0.0,0,sms
22.0,5.0,3.6,0.0,0.0,0.0,0.8,0.045454547,3.3774438,0.0,0.0,0.0,0,sms
107.0,27.0,3.0,0.0,0.0,0.0,0.2962963,0.037383176,4.341238,0.0,0.0,0.0,0,sms
28.0,5.0,4.8,0.0,0.0,0.0,0.4,0.17857143,3.9701755,0.0,0.0,0.0,0,sms
9.0,2.0,4.0,0.0,0.0,0.0,0.5,0.22222222,2.75,0.0,0.0,0.0,0,sms
39.0,5.0,7.0,0.0,0.0,0.0,0.2,0.07692308,3.8401568,0.0,0.0,0.0,0,sms
25.0,4.0,5.5,0.0,0.0,0.0,0.25,0.04,3.788755,0.0,0.0,0.0,0,sms
126.0,25.0,4.08,8.0,1.0,0.0,0.24,0.03968254,5.001898,0.0,0.0,1.0,1,sms
162.0,28.0,4.821429,13.0,0.0,0.0,0.071428575,0.049382716,4.9167705,0.0,0.0,1.0,1,sms
38.0,6.0,5.5,0.0,0.0,0.0,0.5,0.10526316,4.1501584,0.0,0.0,0.0,0,sms
34.0,8.0,3.375,0.0,0.0,0.0,0.625,0.029411765,3.8804564,0.0,0.0,0.0,0,sms
46.0,9.0,4.2222223,0.0,0.0,0.0,0.44444445,0.02173913,4.0605745,0.0,0.0,0.0,0,sms
155.0,32.0,3.875,5.0,0.0,0.0,0.3125,0.025806451,4.746214,0.0,0.0,1.0,1,sms
86.0,20.0,3.35,0.0,0.0,0.0,0.4,0.15116279,4.216011,0.0,0.0,0.0,0,sms
33.0,8.0,3.25,0.0,0.0,0.0,0.625,0.060606062,3.6864195,0.0,0.0,0.0,0,sms
27.0,5.0,4.6,0.0,0.0,0.0,0.4,0.074074075,3.7950885,0.0,0.0,0.0,0,sms
158.0,26.0,5.1153846,2.0,0.0,0.0,0.26923078,0.06962025,4.470517,0.0,0.0,0.0,0,sms
42.0,10.0,3.3,0.0,0.0,0.0,0.5,0.04761905,4.127283,0.0,0.0,0.0,0,sms
25.0,7.0,2.7142856,0.0,0.0,0.0,0.42857143,0.0,3.115834,0.0,0.0,0.0,0,sms
48.0,10.0,3.9,0.0,0.0,0.0,0.4,0.020833334,3.9359357,0.0,0.0,0.0,0,sms
159.0,29.0,4.5172415,14.0,0.0,0.0,0.3448276,0.044025157,4.8347473,0.0,0.0,0.0,1,sms
84.0,15.0,4.6666665,0.0,0.0,0.0,0.33333334,0.035714287,4.307257,0.0,0.0,0.0,0,sms
33.0,6.0,4.6666665,0.0,0.0,0.0,0.33333334,0.09090909,3.794336,0.0,0.0,0.0,0,sms
30.0,7.0,3.4285715,0.0,0.0,0.0,0.14285715,0.06666667,3.8553886,0.0,0.0,0.0,0,sms
45.0,9.0,4.111111,0.0,0.0,0.0,0.6666667,0.06666667,3.8383977,0.0,0.0,0.0,0,sms
59.0,15.0,3.0,2.0,0.0,0.0,0.26666668,0.016949153,4.2946463,0.0,0.0,0.0,0,sms
25.0,4.0,5.5,0.0,0.0,0.0,0.0,0.24,3.3908055,0.0,0.0,0.0,0,sms
160.0,26.0,5.1923075,1.0,0.0,0.0,0.3846154,0.0375,4.336794,0.0,0.0,0.0,0,sms
384.0,80.0,3.8125,0.0,0.0,0.0,0.5,0.041666668,4.334229,0.0,0.0,0.0,0,sms
28.0,5.0,4.8,0.0,0.0,0.0,0.6,0.035714287,3.459148,0.0,0.0,0.0,0,sms
27.0,5.0,4.6,0.0,0.0,0.0,0.4,0.14814815,3.9690015,0.0,0.0,0.0,0,sms
157.0,33.0,3.7878788,0.0,0.0,0.0,0.6060606,0.050955415,4.3452253,0.0,0.0,0.0,0,sms
124.0,19.0,5.5789475,11.0,0.0,0.0,0.31578946,0.016129032,4.4762745,0.0,0.0,0.0,1,sms
146.0,27.0,4.4444447,20.0,1.0,0.0,0.33333334,0.020547945,4.6257925,0.0,0.0,1.0,1,sms
115.0,24.0,3.8333333,0.0,0.0,0.0,0.5833333,0.008695652,4.0006247,0.0,0.0,0.0,0,sms
64.0,13.0,4.0,0.0,0.0,0.0,0.46153846,0.078125,4.349693,0.0,0.0,0.0,0,sms
85.0,19.0,3.5263157,0.0,0.0,0.0,0.57894737,0.05882353,4.3153396,0.0,0.0,0.0,0,sms
152.0,24.0,5.375,13.0,0.0,0.0,0.29166666,0.08552632,5.0838423,0.0,0.0,1.0,1,sms
155.0,30.0,4.2,1.0,0.0,0.0,0.26666668,0.038709678,4.658275,0.0,0.0,0.0,1,sms
51.0,10.0,4.2,0.0,0.0,0.0,0.3,0.019607844,3.853527,0.0,0.0,0.0,0,sms
157.0,27.0,4.851852,18.0,1.0,0.0,0.33333334,0.031847134,5.134238,0.0,0.0,0.0,1,sms
74.0,13.0,4.769231,0.0,0.0,0.0,0.30769232,0.04054054,4.252584,0.0,0.0,0.0,0,sms
67.0,13.0,4.1538463,0.0,0.0,0.0,0.3846154,0.029850746,4.1473203,0.0,0.0,0.0,0,sms
59.0,10.0,5.0,0.0,0.0,0.0,0.3,0.084745765,4.143982,0.0,0.0,0.0,0,sms
50.0,10.0,4.1,0.0,0.0,0.0,0.3,0.04,4.22671,0.0,0.0,0.0,0,sms
94.0,20.0,3.7,1.0,0.0,0.0,0.15,0.12765957,4.348609,0.0,0.0,0.0,0,sms
33.0,6.0,4.5,0.0,0.0,0.0,0.5,0.030303031,4.0323033,0.0,0.0,0.0,0,sms
105.0,21.0,4.0,0.0,0.0,0.0,0.2857143,0.057142857,4.447386,0.0,0.0,0.0,0,sms
61.0,11.0,4.6363635,0.0,0.0,0.0,0.36363637,0.114754096,4.1627445,0.0,0.0,0.0,0,sms
65.0,14.0,3.7142856,0.0,0.0,0.0,0.5,0.015384615,3.9594913,0.0,0.0,0.0,0,sms
26.0,6.0,3.5,0.0,0.0,0.0,0.33333334,0.03846154,3.4992275,0.0,0.0,0.0,0,sms
146.0,30.0,3.8666666,0.0,1.0,0.0,0.4,0.09589041,4.4288225,0.0,0.0,0.0,0,sms
66.0,16.0,3.1875,0.0,0.0,0.0,0.5625,0.015151516,4.191075,0.0,0.0,0.0,0,sms
126.0,25.0,4.08,0.0,0.0,0.0,0.48,0.03968254,4.6315603,0.0,0.0,0.0,0,sms
159.0,31.0,4.16129,1.0,0.0,0.0,0.5483871,0.018867925,4.343634,0.0,0.0,0.0,0,sms
23.0,6.0,3.0,0.0,0.0,0.0,0.16666667,0.08695652,3.7254806,0.0,0.0,0.0,0,sms
65.0,13.0,4.076923,0.0,0.0,0.0,0.61538464,0.03076923,4.110022,0.0,0.0,0.0,0,sms
24.0,5.0,4.0,0.0,0.0,0.0,0.4,0.083333336,3.5841837,0.0,0.0,0.0,0,sms
26.0,4.0,5.75,0.0,0.0,0.0,0.25,0.03846154,3.5013978,0.0,0.0,0.0,0,sms
152.0,32.0,3.78125,0.0,0.0,0.0,0.375,0.04605263,4.4896774,0.0,0.0,0.0,0,sms
34.0,7.0,4.0,0.0,0.0,0.0,0.5714286,0.029411765,3.6105773,0.0,0.0,0.0,0,sms
149.0,24.0,5.25,22.0,1.0,0.0,0.375,0.013422819,4.8722596,0.0,0.0,1.0,1,sms
55.0,13.0,3.3076923,0.0,0.0,0.0,0.61538464,0.018181818,4.1160626,0.0,0.0,0.0,0,sms
88.0,19.0,3.6842105,0.0,0.0,0.0,0.31578946,0.056818184,4.202597,0.0,0.0,0.0,0,sms
72.0,10.0,6.3,2.0,0.0,0.0,0.4,0.06944445,4.2281895,0.0,0.0,0.0,1,sms
185.0,38.0,3.8947368,0.0,0.0,0.0,0.5,0.043243244,4.265418,0.0,0.0,0.0,0,sms
37.0,6.0,5.3333335,0.0,0.0,0.0,0.33333334,0.10810811,4.1403193,0.0,0.0,0.0,0,sms
111.0,22.0,4.090909,0.0,0.0,0.0,0.5,0.018018018,4.0007067,0.0,0.0,0.0,0,sms
92.0,19.0,3.8947368,1.0,0.0,0.0,0.5263158,0.032608695,4.312107,0.0,0.0,0.0,0,sms
28.0,7.0,3.142857,0.0,0.0,0.0,0.14285715,0.0,3.6069367,0.0,0.0,0.0,0,sms
28.0,6.0,3.8333333,0.0,0.0,0.0,0.33333334,0.0,3.6753109,0.0,0.0,0.0,0,sms
64.0,14.0,3.5714285,1.0,0.0,0.0,0.42857143,0.03125,3.871789,0.0,0.0,0.0,0,sms
131.0,30.0,3.4,0.0,0.0,0.0,0.5,0.03816794,4.529441,0.0,0.0,0.0,0,sms
40.0,8.0,4.0,0.0,0.0,0.0,0.25,0.2,4.375,0.0,0.0,0.0,0,sms
28.0,5.0,4.4,0.0,0.0,0.0,0.4,0.17857143,3.879664,0.0,0.0,0.0,0,sms
84.0,18.0,3.7222223,0.0,0.0,0.0,0.33333334,0.0,4.087217,0.0,0.0,0.0,0,sms
174.0,26.0,5.6538463,0.0,0.0,0.0,0.30769232,0.09195402,4.774427,0.0,0.0,0.0,0,sms
24.0,3.0,7.3333335,0.0,0.0,0.0,0.0,0.041666668,3.6292198,0.0,0.0,0.0,0,sms
25.0,7.0,2.7142856,2.0,0.0,0.0,0.2857143,0.04,3.4316235,0.0,0.0,0.0,0,sms
64.0,13.0,4.0,0.0,0.0,0.0,0.15384616,0.046875,4.005956,0.0,0.0,0.0,0,sms
156.0,32.0,3.90625,1.0,0.0,0.0,0.40625,0.083333336,4.603851,0.0,0.0,0.0,0,sms
28.0,5.0,4.8,0.0,0.0,0.0,0.0,0.035714287,3.4182959,0.0,0.0,0.0,0,sms
86.0,13.0,5.5384617,0.0,0.0,0.0,0.3846154,0.046511628,4.5007854,0.0,0.0,0.0,0,sms
39.0,9.0,3.4444444,0.0,0.0,0.0,0.33333334,0.07692308,3.885828,0.0,0.0,0.0,0,sms
73.0,14.0,4.285714,0.0,0.0,0.0,0.5,0.05479452,4.1980686,0.0,0.0,0.0,0,sms
26.0,6.0,3.5,0.0,0.0,0.0,0.5,0.0,3.5351746,0.0,0.0,0.0,0,sms
23.0,2.0,11.0,0.0,0.0,0.0,0.0,0.3043478,3.7544417,0.0,0.0,0.0,0,sms
24.0,5.0,4.0,0.0,0.0,0.0,0.2,0.29166666,3.3464394,0.0,0.0,0.0,0,sms
31.0,6.0,4.3333335,0.0,0.0,0.0,0.33333334,0.06451613,3.9790978,0.0,0.0,0.0,0,sms
58.0,9.0,5.5555553,0.0,0.0,0.0,0.33333334,0.01724138,4.11327,0.0,0.0,0.0,0,sms
48.0,9.0,4.4444447,0.0,0.0,0.0,0.44444445,0.0625,3.9873261,0.0,0.0,0.0,0,sms
41.0,7.0,5.0,0.0,0.0,0.0,0.14285715,0.07317073,3.8297417,0.0,0.0,0.0,0,sms
32.0,8.0,3.125,1.0,0.0,0.0,0.5,0.0,3.6732697,0.0,0.0,0.0,0,sms
159.0,35.0,3.5714285,0.0,0.0,0.0,0.5714286,0.031446543,4.2928967,0.0,0.0,0.0,0,sms
25.0,6.0,3.3333333,0.0,0.0,0.0,0.16666667,0.08,3.821928,0.0,0.0,0.0,0,sms
161.0,30.0,4.4,0.0,0.0,0.0,0.43333334,0.031055901,4.23334,0.0,0.0,0.0,0,sms
22.0,4.0,4.75,0.0,0.0,0.0,0.25,0.09090909,3.2813735,0.0,0.0,0.0,0,sms
119.0,26.0,3.6153846,0.0,0.0,0.0,0.26923078,0.05042017,4.2814183,0.0,0.0,0.0,0,sms
143.0,21.0,5.857143,31.0,1.0,0.0,0.1904762,0.07692308,5.3293467,0.0,0.0,1.0,1,sms
69.0,13.0,4.3846154,0.0,0.0,0.0,0.30769232,0.028985508,4.025983,0.0,0.0,0.0,0,sms
137.0,30.0,3.6,2.0,0.0,0.0,0.2,0.04379562,4.613587,0.0,0.0,0.0,1,sms
30.0,5.0,5.2,0.0,0.0,0.0,0.0,0.033333335,3.6423714,0.0,0.0,0.0,0,sms
165.0,27.0,5.148148,0.0,0.0,0.0,0.22222222,0.07272727,4.365305,0.0,0.0,0.0,0,sms
34.0,8.0,3.375,0.0,0.0,0.0,0.625,0.0,3.6582341,0.0,0.0,0.0,0,sms
109.0,20.0,4.5,0.0,0.0,0.0,0.3,0.06422018,4.242746,0.0,0.0,0.0,0,sms
37.0,8.0,3.75,0.0,0.0,0.0,0.5,0.0,3.615922,0.0,0.0,0.0,0,sms
33.0,6.0,4.6666665,0.0,0.0,0.0,0.33333334,0.060606062,3.651479,0.0,0.0,0.0,0,sms
48.0,8.0,5.125,0.0,0.0,0.0,0.25,0.083333336,4.073913,0.0,0.0,0.0,0,sms
157.0,34.0,3.6470587,7.0,0.0,0.0,0.23529412,0.050955415,4.980469,0.0,0.0,0.0,1,sms
50.0,9.0,4.4444447,0.0,0.0,0.0,0.44444445,0.12,4.3250704,0.0,0.0,0.0,0,sms
65.0,15.0,3.4,0.0,0.0,0.0,0.53333336,0.0,3.6593215,0.0,0.0,0.0,0,sms
